"match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"2016-10-01","Darmstadt","WerderBremen","Michael Esser","Alexander Miloševic","Aytaç Sulu","Artem Fedetskiy","Florian Jungwirth","Fabian Holland","Jérôme Gondorf","Marcel Heller","László Kleinheisler","Roman Bezjak","Antonio Colak","Jaroslav Drobný","Robert Bauer","Clemens Fritz","Niklas Moisander","Theodor Gebre Selassie","Lamine Sané","Izet Hajrovic","Zlatko Junuzovic","Florian Grillitsch","Serge Gnabry","Ousman Manneh"
"2016-10-01","Leverkusen","Dortmund","Bernd Leno","Jonathan Tah","Ömer Toprak","Benjamin Henrichs","Lars Bender","Hakan Çalhanoglu","Julian Brandt","Charles Aránguiz","Kevin Kampl","Javier Hernández","Admir Mehmedi","Roman Bürki","Raphaël Guerreiro","Sokratis Papastathopoulos","Lukasz Piszczek","Matthias Ginter","Sebastian Rode","Gonzalo Castro","Julian Weigl","Ousmane Dembélé","Pierre-Emerick Aubameyang","Christian Pulisic"
"2016-10-02","Schalke04","M'gladbach","Ralf Fährmann","Benedikt Höwedes","Matija Nastasic","Sead Kolašinac","Naldo","Johannes Geis","Leon Goretzka","Nabil Bentaleb","Alessandro Schöpf","Eric Maxim Choupo-Moting","Breel Embolo","Yann Sommer","Andreas Christensen","Jannik Vestergaard","Tony Jantschke","Nico Elvedi","Christoph Kramer","Mahmoud Dahoud","Ibrahima Traoré","Fabian Johnson","André Hahn","Thorgan Hazard"
"2016-10-01","BayernMunich","FCKoln","Manuel Neuer","Mats Hummels","Javi Martínez","Rafinha","Juan Bernat","Xabi Alonso","Kingsley Coman","Joshua Kimmich","Renato Sanches","Robert Lewandowski","Arjen Robben","Timo Horn","Dominique Heintz","Frederik Sørensen","Jonas Hector","Mergim Mavraj","Konstantin Rausch","Marco Höger","Marcel Risse","Matthias Lehmann","Yuya Osako","Anthony Modeste"
"2016-10-01","Ingolstadt","Hoffenheim","Ørjan Nyland","Anthony Jung","Tobias Levels","Marcel Tisserand","Marvin Matip","Mathew Leckie","Roger","Pascal Groß","Almog Cohen","Moritz Hartmann","Lukas Hinterseer","Oliver Baumann","Pavel Kaderábek","Jeremy Toljan","Benjamin Hübner","Niklas Süle","Sebastian Rudy","Lukas Rupp","Kerem Demirbay","Kevin Vogt","Sandro Wagner","Andrej Kramaric"
"2016-10-01","Freiburg","EinFrankfurt","Alexander Schwolow","Çaglar Söyüncü","Pascal Stenzel","Christian Günter","Amir Abrashi","Mike Frantz","Onur Bulut","Nicolas Höfler","Vincenzo Grifo","Florian Niederlechner","Maximilian Philipp","Lukáš Hrádecký","Vallejo","Bastian Oczipka","David Abraham","Timothy Chandler","Szabolcs Huszti","Marco Fabián","Makoto Hasebe","Mascarell","Haris Seferovic","Alexander Meier"
"2016-10-02","Wolfsburg","Mainz","Koen Casteels","Jeffrey Bruma","Christian Träsch","Robin Knoche","Ricardo Rodríguez","Daniel Caligiuri","Jakub Blaszczykowski","Maximilian Arnold","Paul Seguin","Julian Draxler","Mario Gomez","Jonas Lössl","Giulio Donati","Stefan Bell","Gaëtan Bussmann","Alexander Hack","Levin Öztunali","Yunus Malli","Fabian Frei","Jean-Philippe Gbamin","Jhon Córdoba","Karim Onisiwo"
"2016-10-14","Dortmund","Hertha","Roman Bürki","Matthias Ginter","Marcel Schmelzer","Mario Götze","Sebastian Rode","Mikel Merino","Felix Passlack","Julian Weigl","Emre Mor","Pierre-Emerick Aubameyang","Christian Pulisic","Rune Jarstein","Niklas Stark","Sebastian Langkamp","Marvin Plattenhardt","John Anthony Brooks","Per Skjelbred","Alexander Esswein","Valentin Stocker","Mitchell Weiser","Genki Haraguchi","Vedad Ibiševic"
"2016-10-15","FCKoln","Ingolstadt","Timo Horn","Dominique Heintz","Frederik Sørensen","Jonas Hector","Mergim Mavraj","Konstantin Rausch","Marco Höger","Marcel Risse","Matthias Lehmann","Yuya Osako","Anthony Modeste","Ørjan Nyland","Tobias Levels","Markus Suttner","Marcel Tisserand","Marvin Matip","Roger","Pascal Groß","Almog Cohen","Moritz Hartmann","Stefan Lex","Lukas Hinterseer"
"2016-10-15","Hoffenheim","Freiburg","Oliver Baumann","Pavel Kaderábek","Jeremy Toljan","Benjamin Hübner","Niklas Süle","Sebastian Rudy","Lukas Rupp","Kerem Demirbay","Kevin Vogt","Sandro Wagner","Andrej Kramaric","Alexander Schwolow","Aleksandar Ignjovski","Torrejón","Çaglar Söyüncü","Christian Günter","Mike Frantz","Onur Bulut","Jonas Meffert","Nicolas Höfler","Vincenzo Grifo","Maximilian Philipp"
"2016-10-15","WerderBremen","Leverkusen","Felix Wiedwald","Santiago García","Clemens Fritz","Niklas Moisander","Theodor Gebre Selassie","Lamine Sané","Izet Hajrovic","Zlatko Junuzovic","Florian Grillitsch","Serge Gnabry","Ousman Manneh","Bernd Leno","Jonathan Tah","Wendell","Ömer Toprak","Benjamin Henrichs","Hakan Çalhanoglu","Julian Brandt","Charles Aránguiz","Kevin Kampl","Javier Hernández","Kevin Volland"
"2016-10-16","Wolfsburg","RBLeipzig","Koen Casteels","Jeffrey Bruma","Christian Träsch","Robin Knoche","Ricardo Rodríguez","Vieirinha","Luiz Gustavo","Maximilian Arnold","Paul Seguin","Julian Draxler","Mario Gomez","Péter Gulácsi","Bernardo","Willi Orban","Marcel Halstenberg","Marvin Compper","Marcel Sabitzer","Emil Forsberg","Stefan Ilsanker","Diego Demme","Yussuf Poulsen","Timo Werner"
"2016-10-15","M'gladbach","Hamburg","Yann Sommer","Andreas Christensen","Oscar Wendt","Julian Korb","Nico Elvedi","Christoph Kramer","Patrick Herrmann","Mahmoud Dahoud","Fabian Johnson","André Hahn","Lars Stindl","René Adler","Dennis Diekmeier","Cléber Reis","Emir Spahic","Douglas Santos","Lewis Holtby","Aaron Hunt","Filip Kostic","Albin Ekdal","Nicolai Müller","Pierre-Michel Lasogga"
"2016-10-15","Augsburg","Schalke04","Marwin Hitz","Paul Verhaegh","Kostas Stafylidis","Christoph Janker","Martin Hinteregger","Daniel Baier","Jonathan Schmid","Ja-cheol Koo","Gojko Kacar","Halil Altintop","Dong-won Ji","Ralf Fährmann","Benedikt Höwedes","Matija Nastasic","Abdul Rahman Baba","Naldo","Johannes Geis","Leon Goretzka","Nabil Bentaleb","Alessandro Schöpf","Eric Maxim Choupo-Moting","Breel Embolo"
"2016-10-15","EinFrankfurt","BayernMunich","Lukáš Hrádecký","Vallejo","Bastian Oczipka","Michael Hector","David Abraham","Timothy Chandler","Szabolcs Huszti","Marco Fabián","Mascarell","Alexander Meier","Ante Rebic","Manuel Neuer","Mats Hummels","Jérôme Boateng","Philipp Lahm","David Alaba","Thiago","Xabi Alonso","Kingsley Coman","Joshua Kimmich","Arjen Robben","Thomas Müller"
"2016-10-16","Mainz","Darmstadt","Jonas Lössl","Giulio Donati","Stefan Bell","Daniel Brosinski","Gaëtan Bussmann","Alexander Hack","Levin Öztunali","Yunus Malli","Jean-Philippe Gbamin","Pablo de Blasis","Jhon Córdoba","Michael Esser","Alexander Miloševic","Aytaç Sulu","Immanuel Höhn","Florian Jungwirth","Fabian Holland","Jérôme Gondorf","Marcel Heller","László Kleinheisler","Roman Bezjak","Antonio Colak"
"2016-10-21","Hamburg","EinFrankfurt","René Adler","Dennis Diekmeier","Emir Spahic","Douglas Santos","Gideon Jung","Lewis Holtby","Filip Kostic","Albin Ekdal","Alen Halilovic","Nicolai Müller","Pierre-Michel Lasogga","Lukáš Hrádecký","Vallejo","Bastian Oczipka","David Abraham","Timothy Chandler","Marco Fabián","Mijat Gacinovic","Makoto Hasebe","Mascarell","Shani Tarashaj","Branimir Hrgota"
"2016-10-22","Hertha","FCKoln","Rune Jarstein","Niklas Stark","Sebastian Langkamp","Marvin Plattenhardt","John Anthony Brooks","Per Skjelbred","Alexander Esswein","Mitchell Weiser","Genki Haraguchi","Salomon Kalou","Vedad Ibiševic","Timo Horn","Dominique Heintz","Frederik Sørensen","Jonas Hector","Mergim Mavraj","Konstantin Rausch","Marco Höger","Marcel Risse","Matthias Lehmann","Yuya Osako","Anthony Modeste"
"2016-10-22","Darmstadt","Wolfsburg","Michael Esser","Leon Guwara","Alexander Miloševic","Aytaç Sulu","Immanuel Höhn","Florian Jungwirth","Jérôme Gondorf","Änis Ben-Hatira","László Kleinheisler","Roman Bezjak","Sven Schipplock","Koen Casteels","Marcel Schäfer","Jeffrey Bruma","Christian Träsch","Ricardo Rodríguez","Daniel Caligiuri","Yannick Gerhardt","Luiz Gustavo","Maximilian Arnold","Julian Draxler","Mario Gomez"
"2016-10-22","BayernMunich","M'gladbach","Manuel Neuer","Mats Hummels","Javi Martínez","Rafinha","David Alaba","Thiago","Douglas Costa","Xabi Alonso","Arturo Vidal","Robert Lewandowski","Arjen Robben","Yann Sommer","Jannik Vestergaard","Oscar Wendt","Julian Korb","Nico Elvedi","Tobias Strobl","Christoph Kramer","Fabian Johnson","Jonas Hofmann","André Hahn","Lars Stindl"
"2016-10-23","Schalke04","Mainz","Ralf Fährmann","Benedikt Höwedes","Matija Nastasic","Sead Kolašinac","Naldo","Johannes Geis","Max Meyer","Leon Goretzka","Nabil Bentaleb","Alessandro Schöpf","Franco Di Santo","Jonas Lössl","Giulio Donati","Leon Balogun","Stefan Bell","Gaëtan Bussmann","Levin Öztunali","Yunus Malli","Jairo","Jean-Philippe Gbamin","Suat Serdar","Jhon Córdoba"
"2016-10-22","Leverkusen","Hoffenheim","Bernd Leno","Jonathan Tah","Ömer Toprak","Benjamin Henrichs","Lars Bender","Julian Baumgartlinger","Julian Brandt","Charles Aránguiz","Kevin Kampl","Admir Mehmedi","Kevin Volland","Oliver Baumann","Pavel Kaderábek","Benjamin Hübner","Niklas Süle","Sebastian Rudy","Kerem Demirbay","Steven Zuber","Nadiem Amiri","Kevin Vogt","Sandro Wagner","Andrej Kramaric"
"2016-10-22","Ingolstadt","Dortmund","Ørjan Nyland","Markus Suttner","Marcel Tisserand","Florent Hadergjonaj","Marvin Matip","Roger","Pascal Groß","Almog Cohen","Moritz Hartmann","Dario Lezcano","Lukas Hinterseer","Roman Weidenfeller","Joo-ho Park","Bartra","Lukasz Piszczek","Matthias Ginter","Shinji Kagawa","Gonzalo Castro","Julian Weigl","Ousmane Dembélé","Pierre-Emerick Aubameyang","Adrián Ramos"
"2016-10-22","Freiburg","Augsburg","Alexander Schwolow","Çaglar Söyüncü","Pascal Stenzel","Christian Günter","Amir Abrashi","Mike Frantz","Onur Bulut","Nicolas Höfler","Vincenzo Grifo","Florian Niederlechner","Maximilian Philipp","Marwin Hitz","Paul Verhaegh","Kostas Stafylidis","Christoph Janker","Martin Hinteregger","Daniel Baier","Jonathan Schmid","Ja-cheol Koo","Gojko Kacar","Halil Altintop","Dong-won Ji"
"2016-10-23","RBLeipzig","WerderBremen","Péter Gulácsi","Bernardo","Willi Orban","Marcel Halstenberg","Marvin Compper","Naby Keïta","Emil Forsberg","Dominik Kaiser","Diego Demme","Yussuf Poulsen","Timo Werner","Felix Wiedwald","Santiago García","Clemens Fritz","Niklas Moisander","Theodor Gebre Selassie","Lamine Sané","Izet Hajrovic","Zlatko Junuzovic","Florian Grillitsch","Serge Gnabry","Ousman Manneh"
"2016-10-28","M'gladbach","EinFrankfurt","Yann Sommer","Jannik Vestergaard","Oscar Wendt","Tony Jantschke","Julian Korb","Nico Elvedi","Christoph Kramer","Mahmoud Dahoud","Fabian Johnson","André Hahn","Lars Stindl","Lukáš Hrádecký","Vallejo","Bastian Oczipka","David Abraham","Timothy Chandler","Szabolcs Huszti","Marco Fabián","Mijat Gacinovic","Makoto Hasebe","Mascarell","Branimir Hrgota"
"2016-10-29","Wolfsburg","Leverkusen","Diego Benaglio","Robin Knoche","Ricardo Rodríguez","Daniel Caligiuri","Yannick Gerhardt","Jakub Blaszczykowski","Luiz Gustavo","Maximilian Arnold","Paul Seguin","Julian Draxler","Mario Gomez","Bernd Leno","Aleksandar Dragovic","Tin Jedvaj","Wendell","Benjamin Henrichs","Lars Bender","Julian Brandt","Charles Aránguiz","Kevin Kampl","Javier Hernández","Admir Mehmedi"
"2016-10-29","WerderBremen","Freiburg","Felix Wiedwald","Santiago García","Clemens Fritz","Niklas Moisander","Theodor Gebre Selassie","Lamine Sané","Izet Hajrovic","Zlatko Junuzovic","Florian Grillitsch","Serge Gnabry","Ousman Manneh","Alexander Schwolow","Torrejón","Çaglar Söyüncü","Pascal Stenzel","Christian Günter","Amir Abrashi","Mike Frantz","Nicolas Höfler","Karim Guédé","Vincenzo Grifo","Maximilian Philipp"
"2016-10-29","Dortmund","Schalke04","Roman Bürki","Sokratis Papastathopoulos","Lukasz Piszczek","Matthias Ginter","Mario Götze","Shinji Kagawa","Felix Passlack","Julian Weigl","Ousmane Dembélé","Pierre-Emerick Aubameyang","Christian Pulisic","Ralf Fährmann","Benedikt Höwedes","Matija Nastasic","Sead Kolašinac","Naldo","Johannes Geis","Max Meyer","Leon Goretzka","Nabil Bentaleb","Alessandro Schöpf","Franco Di Santo"
"2016-10-30","FCKoln","Hamburg","Timo Horn","Frederik Sørensen","Dominic Maroh","Jonas Hector","Mergim Mavraj","Marco Höger","Marcel Risse","Matthias Lehmann","Artjoms Rudnevs","Yuya Osako","Anthony Modeste","René Adler","Johan Djourou","Douglas Santos","Matthias Ostrzolek","Gotoku Sakai","Gideon Jung","Ashton Götz","Lewis Holtby","Filip Kostic","Bobby Wood","Pierre-Michel Lasogga"
"2016-10-29","Mainz","Ingolstadt","Jonas Lössl","Giulio Donati","Stefan Bell","Daniel Brosinski","Alexander Hack","Yunus Malli","Jairo","Jean-Philippe Gbamin","Pablo de Blasis","Suat Serdar","Jhon Córdoba","Ørjan Nyland","Markus Suttner","Marcel Tisserand","Florent Hadergjonaj","Marvin Matip","Roger","Pascal Groß","Almog Cohen","Moritz Hartmann","Dario Lezcano","Lukas Hinterseer"
"2016-10-29","Augsburg","BayernMunich","Marwin Hitz","Paul Verhaegh","Kostas Stafylidis","Christoph Janker","Martin Hinteregger","Daniel Baier","Jonathan Schmid","Ja-cheol Koo","Gojko Kacar","Halil Altintop","Dong-won Ji","Manuel Neuer","Javi Martínez","Jérôme Boateng","Philipp Lahm","David Alaba","Thiago","Douglas Costa","Xabi Alonso","Arturo Vidal","Robert Lewandowski","Arjen Robben"
"2016-10-29","Darmstadt","RBLeipzig","Michael Esser","Leon Guwara","Alexander Miloševic","Aytaç Sulu","Immanuel Höhn","Florian Jungwirth","Jérôme Gondorf","Änis Ben-Hatira","László Kleinheisler","Roman Bezjak","Sven Schipplock","Péter Gulácsi","Bernardo","Willi Orban","Marcel Halstenberg","Marvin Compper","Naby Keïta","Emil Forsberg","Stefan Ilsanker","Diego Demme","Yussuf Poulsen","Timo Werner"
"2016-10-30","Hoffenheim","Hertha","Oliver Baumann","Pavel Kaderábek","Benjamin Hübner","Niklas Süle","Sebastian Rudy","Lukas Rupp","Kerem Demirbay","Steven Zuber","Kevin Vogt","Sandro Wagner","Andrej Kramaric","Rune Jarstein","Peter Pekarík","Niklas Stark","John Anthony Brooks","Per Skjelbred","Alexander Esswein","Allan","Mitchell Weiser","Genki Haraguchi","Fabian Lustenberger","Vedad Ibiševic"
"2016-11-04","Hertha","M'gladbach","Rune Jarstein","Peter Pekarík","Niklas Stark","John Anthony Brooks","Maximilian Mittelstädt","Per Skjelbred","Mitchell Weiser","Genki Haraguchi","Fabian Lustenberger","Salomon Kalou","Vedad Ibiševic","Yann Sommer","Jannik Vestergaard","Oscar Wendt","Tony Jantschke","Nico Elvedi","Tobias Strobl","Christoph Kramer","Patrick Herrmann","Jonas Hofmann","Raffael","Lars Stindl"
"2016-11-05","Leverkusen","Darmstadt","Bernd Leno","Jonathan Tah","Wendell","Ömer Toprak","Benjamin Henrichs","Hakan Çalhanoglu","Julian Baumgartlinger","Julian Brandt","Kai Havertz","Javier Hernández","Admir Mehmedi","Michael Esser","Leon Guwara","Alexander Miloševic","Aytaç Sulu","Immanuel Höhn","Florian Jungwirth","Jérôme Gondorf","Marcel Heller","Änis Ben-Hatira","László Kleinheisler","Sven Schipplock"
"2016-11-05","Ingolstadt","Augsburg","Martin Hansen","Romain Brégerie","Tobias Levels","Markus Suttner","Marvin Matip","Mathew Leckie","Roger","Pascal Groß","Almog Cohen","Stefan Lex","Lukas Hinterseer","Marwin Hitz","Paul Verhaegh","Kostas Stafylidis","Christoph Janker","Philipp Max","Martin Hinteregger","Daniel Baier","Jonathan Schmid","Ja-cheol Koo","Dominik Kohr","Dong-won Ji"
